_id,chinese_name,english_name,country
1248,华北理工大学冀唐学院,Jitang College  North China University of Science and Technology,China
1249,保定理工学院,Baoding University of Technology and Business,China
1250,燕京理工学院,Yanching Institute of Technology,China
1251,北京中医药大学东方学院,Dongfang College  Beijing University of Chinese Medicine,China
1252,沧州交通学院,Cangzhou Jiaotong (Transportation) College,China
1253,河北东方学院,Hebei Oriental College,China
1254,河北中医药大学,Hebei University of Chinese Medicine,China
1255,张家口学院,Zhangjiakou University,China
1256,河北环境工程学院,Hebei University of Environmental Engineering,China
1257,唐山工业职业技术大学,Tangshan Vocational and Technical College of Industry,China
1258,邢台医学院,Xingtai Medical College,China
1259,邯郸职业技术学院,Handan Polytechnic College,China
1260,石家庄职业技术学院,Shijiazhuang Vocational Technology College,China
1261,张家口职业技术学院,Zhangjiakou Vocational Technology College,China
1262,河北软件职业技术学院,Hebei Software Institute,China
1263,河北石油职业技术学院,Hebei Petroleum Vocational and Technical College,China
1264,河北建材职业技术学院,Hebei Vocational College of Architecture and Materials,China
1265,河北政法职业学院,Hebei College of Political Science and Law,China
1266,沧州职业技术学院,Cangzhou Vocational Technical College,China
1267,河北能源职业技术学院,Hebei Energy Vocational Technical College,China
1268,石家庄铁路职业技术学院,Shijiazhuang Railway Institute,China
1269,保定职业技术学院,Baoding Vocational Technical College,China
1270,秦皇岛职业技术学院,Qinhuangdao Vocational Technical College,China
1271,石家庄工程职业学院,Shijiazhuang Engineering Vocational College,China
1272,石家庄城市经济职业学院,Shijiazhuang Urban Economic Vocational College,China
1273,唐山职业技术学院,Tangshan Vocational and Technical College,China
1274,衡水职业技术学院,Hengshui Vocational and Technical College,China
1275,河北艺术职业学院,Hebei Academy of Fine Arts,China
1276,河北旅游职业学院,Hebei Tourism Vocational College,China
1277,石家庄财经职业学院,Shijiazhuang Finance and Economics Vocational College,China
1278,河北交通职业技术学院,Hebei Communications Vocational and Technical College,China
1279,河北化工医药职业技术学院,Hebei Chemical and Pharmaceutical Vocational & Technical College,China
1280,石家庄信息工程职业学院,Shijiazhuang Institute of Information Technology,China
1281,河北对外经贸职业学院,Hebei International Studies University,China
1282,保定电力职业技术学院,Baoding Electric Power Vocational and Technical College,China
1283,河北机电职业技术学院,Hebei Mechanical and Electrical Vocational Technical College,China
1284,渤海石油职业学院,Bohai Petroleum Vocational College,China
1285,廊坊职业技术学院,Langfang Vocational Technical College,China
1286,唐山科技职业技术学院,Tangshan Science and Technology Vocational College,China
1287,石家庄邮电职业技术学院,Shijiazhuang Posts and Telecommunications Technical College,China
1288,河北公安警察职业学院,Hebei Public Security Police Academy,China
1289,石家庄工商职业学院,Shijiazhuang Vocational College of Industry and Commerce,China
1290,石家庄理工职业学院,Shijiazhuang Vocational Institute of Technology,China
1291,石家庄科技信息职业学院,Shijiazhuang Vocational College of Science and Technology Information,China
1292,河北司法警官职业学院,Hebei Judicial Police Vocational College,China
1293,沧州医学高等专科学校,Cangzhou Medical College,China
1294,河北女子职业技术学院,Hebei Women's Vocational College of Technology,China
1295,石家庄医学高等专科学校,Shijiazhuang Medical College,China
1296,石家庄经济职业学院,Shijiazhuang Vocational College of Economics,China
1297,冀中职业学院,Jizhong Vocational College,China
1298,石家庄人民医学高等专科学校,Shijiazhuang People's Medical College,China
1299,河北正定师范高等专科学校,Hebei Zhengding Normal College,China
1300,河北劳动关系职业学院,Hebei Vocational College of Labor and Social Security,China
1301,石家庄科技职业学院,Shijiazhuang Vocational College of Science and Technology,China
1302,沧州幼儿师范高等专科学校,Cangzhou Preschool Education College,China
1303,宣化科技职业学院,Xuanhua Vocational College of Science and Technology,China
1304,廊坊燕京职业技术学院,Langfang Yanjing Vocational and Technical College,China
1305,承德护理职业学院,Chengde Nursing Vocational College,China
1306,石家庄幼儿师范高等专科学校,Shijiazhuang Preschool Education College,China
1307,廊坊卫生职业学院,Langfang Health Vocational College,China
1308,河北轨道运输职业技术学院,Hebei Railway Transportation Vocational College,China
1309,保定幼儿师范高等专科学校,Baoding Preschool Education College,China
1310,河北工艺美术职业学院,Hebei Vocational College of Art and Design,China
1311,渤海理工职业学院,Bohai University of Technology,China
1312,唐山幼儿师范高等专科学校,Tangshan Preschool Education College,China
1313,曹妃甸职业技术学院,Caofeidian Vocational and Technical College,China
1314,承德应用技术职业学院,Chengde Vocational College of Applied Technology,China
1315,邯郸幼儿师范高等专科学校,Handan Preschool Education College,China
1316,邯郸科技职业学院,Handan Vocational College of Science and Technology,China
1317,唐山海运职业学院,Tangshan Maritime College,China
1318,邢台应用技术职业学院,Xingtai Vocational College of Applied Technology,China
1319,河北资源环境职业技术学院,Hebei Vocational College of Resources and Environment,China
1320,衡水健康科技职业学院,Hengshui Health Science and Technology Vocational College,China
1321,沧州航空职业学院,Cangzhou Aviation Vocational College,China
1322,邯郸应用技术职业学院,Handan Vocational College of Applied Technology,China
1323,秦皇岛工业职业技术学院,Qinhuangdao Vocational and Technical College of Industry,China
1324,邢台新能源职业学院,Xingtai Vocational College of New Energy,China
1325,石家庄金融职业学院,Shijiazhuang Finance Vocational College,China
1326,石家庄农林职业学院,Shijiazhuang Vocational College of Agriculture and Forestry,China
1327,山西大学,Shanxi University,China
1328,太原科技大学,Taiyuan University of Science and Technology,China
1329,中北大学,North University of China,China
1330,太原理工大学,Taiyuan University of Technology,China
1331,山西农业大学,Shanxi Agricultural University,China
1332,山西医科大学,Shanxi Medical University,China
1333,长治医学院,Changzhi Medical College,China
1334,山西师范大学,Shanxi Normal University,China
1335,太原师范学院,Taiyuan Normal University,China
1336,山西大同大学,Shanxi Datong University,China
1337,晋中学院,Jinzhong University,China
1338,长治学院,Changzhi University,China
1339,运城学院,Yuncheng University,China
1340,忻州师范学院,Xinzhou Normal University,China
1341,山西财经大学,Shanxi University of Finance and Economics,China
1342,山西中医药大学,Shanxi University of Chinese Medicine,China
1343,吕梁学院,Lvliang University,China
1344,太原学院,Taiyuan University,China
1345,山西警察学院,Shanxi Police College,China
1346,山西应用科技学院,Shanxi Institute of Applied Science and Technology,China
1347,山西工程科技职业大学,Shanxi Engineering Science and Technology University,China
1348,山西工学院,Shanxi Institute of Technology,China
1349,晋中信息学院,Jinzhong University of Information,China
1350,山西电子科技学院,Shanxi Institute of Electronic Science and Technology,China
1351,山西晋中理工学院,Shanxi Jinzhong Institute of Technology,China
1352,山西科技学院,Shanxi University of Science and Technology,China
1353,晋中健康学院,Jinzhong Health College,China
1354,山西财经大学华商学院,Huashang College  Shanxi University of Finance and Economics,China
1355,山西工商学院,Shanxi University of Business and Technology,China
1356,太原工业学院,Taiyuan University of Technology,China
1357,运城职业技术大学,Yuncheng Vocational and Technical University,China
1358,山西传媒学院,Shanxi University of Media and Communications,China
1359,山西工程技术学院,Shanxi Institute of Engineering Technology,China
1360,山西能源学院,Shanxi Energy Institute,China
1361,山西医药学院,Shanxi Medical College,China
1362,山西文化旅游职业大学,Shanxi Vocational University of Culture and Tourism,China
1363,山西省财政税务专科学校,Shanxi Provincial College of Finance and Taxation,China
1364,长治职业技术学院,Changzhi Vocational and Technical College,China
1365,晋城职业技术学院,Jincheng Vocational and Technical College,China
1366,山西药科职业学院,Shanxi Pharmaceutical Vocational College,China
1367,大同煤炭职业技术学院,Datong Coal Mining Vocational and Technical College,China
1368,山西机电职业技术学院,Shanxi Mechanical and Electrical Vocational Technical College,China
1369,山西财贸职业技术学院,Shanxi Finance and Trade Vocational College,China
1370,山西林业职业技术学院,Shanxi Forestry Vocational and Technical College,China
1371,山西水利职业技术学院,Shanxi Water Conservancy Vocational College,China
1372,阳泉职业技术学院,Yangquan Vocational and Technical College,China
1373,临汾职业技术学院,Linfen Vocational and Technical College,China
1374,山西职业技术学院,Shanxi Vocational and Technical College,China
1375,山西金融职业学院,Shanxi Finance Vocational College,China
1376,太原城市职业技术学院,Taiyuan City Vocational and Technical College,China
1377,山西信息职业技术学院,Shanxi Information Vocational and Technical College,China
1378,山西体育职业学院,Shanxi Sport Vocational College,China
1379,山西警官职业学院,Shanxi Police Vocational College,China
1380,山西国际商务职业学院,Shanxi International Business Vocational College,China
1381,潞安职业技术学院,Lu'an Vocational and Technical College,China
1382,山西管理职业学院,Shanxi Management Vocational College,China
1383,山西电力职业技术学院,Shanxi Electric Power Vocational and Technical College,China
1384,忻州职业技术学院,Xinzhou Vocational and Technical College,China
1385,山西同文职业技术学院,Shanxi Tongwen Vocational and Technical College,China
